,Formula,Elements,Composition,Symmetry,Crystal system,Density [g/m$^3$],Volume [$\mathring{A}^3$],Bulk modulus[GPa],Shear modulus [GPa],Poisson,Metal,Experimental report
370,YSn2,"[Element Sn, Element Y]",Y1 Sn2,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',ortho,6.850534072392098,158.1998765761154,58.12255691147759,35.72648970844182,0.24492515903489862,True,True
371,Na(CuS)4,"[Element Cu, Element Na, Element S]",Na1 Cu4 S4,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',trig,4.4857117205871875,150.08512689714325,58.24663475777761,21.567975909439596,0.33519783396347563,True,True
372,ZnSe,"[Element Se, Element Zn]",Zn1 Se1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',cubic,5.274845268778988,45.44784771695639,58.26160401907752,27.52994996439468,0.29588773189878437,False,True
373,NaBiO3,"[Element Bi, Element Na, Element O]",Na1 Bi1 O3,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3' number=148 point_group='-3' symprec=0.1 version='1.16.2',trig,6.483681240488199,143.40569727537377,58.279697017055675,26.155506085094487,0.30480440923969676,False,True
374,CaTiF6,"[Element Ca, Element F, Element Ti]",Ca1 Ti1 F6,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,2.3871500880959537,140.4694468873166,58.377072638997205,24.344812406942996,0.3169343025770406,False,False
375,Mg2Au,"[Element Au, Element Mg]",Mg2 Au1,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',ortho,7.137959889335888,228.51878855487993,58.41650591051461,22.543284697693245,0.32903863724445886,True,True
376,Cu3SbSe4,"[Element Cu, Element Sb, Element Se]",Cu3 Sb1 Se4,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42m' number=121 point_group='-42m' symprec=0.1 version='1.16.2',tet,5.776265299223621,180.6035021041827,58.4167475108584,20.616982444152626,0.3421100126889357,True,True
377,Sn2Au,"[Element Au, Element Sn]",Sn2 Au1,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbca' number=61 point_group='mmm' symprec=0.1 version='1.16.2',ortho,9.753401262895693,591.6425241929887,58.42845280997578,17.956180801796688,0.3606186262551086,True,True
378,YMgZn2,"[Element Mg, Element Y, Element Zn]",Y1 Mg1 Zn2,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,5.1822670601720455,78.1934690160523,58.611884258252545,35.15298068175003,0.2500838307789956,True,False
379,CuF2,"[Element Cu, Element F]",Cu1 F2,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',mono,4.952617617703766,68.09158710604335,58.64687292115674,20.675306874641937,0.3422662853412759,True,True
380,BaAsPd,"[Element As, Element Ba, Element Pd]",Ba1 As1 Pd1,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-6m2' number=187 point_group='-6m2' symprec=0.1 version='1.16.2',hex_,6.677456715640397,79.24598872491228,58.70468899707596,24.573499815854767,0.3163301777473078,True,True
381,Ca2AuN,"[Element Au, Element Ca, Element N]",Ca2 Au1 N1,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',ortho,6.105250701284845,158.36582255449807,58.788965890046015,31.416717747582982,0.2732011904469183,True,True
382,SrSO4,"[Element O, Element S, Element Sr]",Sr1 S1 O4,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',ortho,3.977668031930241,306.7245740028718,58.93062841864068,24.456089977266718,0.31771675007714406,False,True
383,Ge,[Element Ge],Ge1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,5.280205104250077,45.68820923290832,58.97784212555779,45.357767133733525,0.19393020470495828,True,True
384,Sr3ReN3,"[Element N, Element Re, Element Sr]",Sr3 Re1 N3,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/m' number=176 point_group='6/m' symprec=0.1 version='1.16.2',hex_,5.659121138831412,288.1964512325998,59.006524773249595,25.10739997058624,0.313676031672136,True,False
385,Sr(AlSi)2,"[Element Al, Element Si, Element Sr]",Sr1 Al2 Si2,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',trig,2.9027450075970607,113.12684025313999,59.046174184869386,38.34701279418703,0.23306552062450464,True,True
386,Hg4Pt,"[Element Hg, Element Pt]",Hg4 Pt1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Im-3m' number=229 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,13.222952239112601,125.25907216442648,59.048007735356606,27.809495694335883,0.2964697373077343,True,True
387,BaNiF4,"[Element Ba, Element F, Element Ni]",Ba1 Ni1 F4,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmc2_1' number=36 point_group='mm2' symprec=0.1 version='1.16.2',ortho,5.170532516049456,174.71697296747527,59.1194235596845,26.95727399592112,0.30209087341735463,False,True
388,Sn4Pt,"[Element Pt, Element Sn]",Sn4 Pt1,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Ccce' number=68 point_group='mmm' symprec=0.1 version='1.16.2',ortho,9.294092323020099,239.38539342838254,59.223692480340816,29.067799385919425,0.28909772681324236,True,True
389,MgSc2Cd,"[Element Cd, Element Mg, Element Sc]",Mg1 Sc2 Cd1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,4.203375097648799,89.52909188167622,59.234176083817935,31.751176793524618,0.2726143580030753,True,False
390,CaIn2Pd,"[Element Ca, Element In, Element Pd]",Ca1 In2 Pd1,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',ortho,6.826145985930727,182.99790322792632,59.35317650942357,25.154280883332,0.31432649066235074,True,True
391,YbTaO4,"[Element O, Element Ta, Element Yb]",Yb1 Ta1 O4,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2/c' number=13 point_group='2/m' symprec=0.1 version='1.16.2',mono,9.282421419783484,149.5474483268489,59.40704068943295,36.84352006795943,0.24302944662133358,True,True
392,CdSiAs2,"[Element As, Element Cd, Element Si]",Cd1 Si1 As2,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42d' number=122 point_group='-42m' symprec=0.1 version='1.16.2',tet,5.019279734997139,192.1074097836465,59.410531487746724,30.76685754549033,0.2791835974157949,False,True
393,Mg3Pd,"[Element Mg, Element Pd]",Mg3 Pd1,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3cm' number=185 point_group='6mm' symprec=0.1 version='1.16.2',hex_,3.885391569922302,459.8652694065521,59.412401202407025,20.526452781047844,0.345094019042261,True,True
394,YHg3,"[Element Hg, Element Y]",Y1 Hg3,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',hex_,12.201776773759956,187.98806969630343,59.43649422852174,18.856957743575116,0.3565403090211583,True,True
395,InP,"[Element In, Element P]",In1 P1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',cubic,4.705583122405697,51.44801613145897,59.46441796557683,31.28191482257725,0.27621159186149724,False,True
396,Li2InPd,"[Element In, Element Li, Element Pd]",Li2 In1 Pd1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',cubic,6.107533739756828,63.925303072420974,59.496943347307635,18.411705562477408,0.3597399558165013,True,True
397,SrAg5,"[Element Ag, Element Sr]",Sr1 Ag5,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6/mmm' number=191 point_group='6/mmm' symprec=0.1 version='1.16.2',hex_,8.005697189220452,130.04404352645494,59.49802863644258,22.852350629388425,0.3297535008150425,True,True
398,GaCuSe2,"[Element Cu, Element Ga, Element Se]",Ga1 Cu1 Se2,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42d' number=122 point_group='-42m' symprec=0.1 version='1.16.2',tet,5.545702568288753,174.38032577841304,59.54592395691094,28.399564353196986,0.29424316740763906,False,True
399,Ti3Te4,"[Element Te, Element Ti]",Ti3 Te4,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',mono,6.191629014074407,175.39717053894142,59.54604186896993,37.66937024624896,0.23877902313782293,True,True
400,YMgCu,"[Element Cu, Element Mg, Element Y]",Y1 Mg1 Cu1,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-62m' number=189 point_group='-6m2' symprec=0.1 version='1.16.2',hex_,4.5994712919171965,191.44264813433273,59.58493200930519,21.52437122841241,0.33879223543357084,True,True
401,Ca3AsN,"[Element As, Element Ca, Element N]",Ca3 As1 N1,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',ortho,3.229329942502832,430.20958105101334,59.661034877957,44.927363766763506,0.19902682026654953,False,True
402,YMgGa,"[Element Ga, Element Mg, Element Y]",Y1 Mg1 Ga1,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-62m' number=189 point_group='-6m2' symprec=0.1 version='1.16.2',hex_,4.508719872914436,202.12087671717887,59.68700255906231,47.69033664279633,0.18452004031673483,True,True
403,Yb(ZnAs)2,"[Element As, Element Yb, Element Zn]",Yb1 Zn2 As2,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',trig,7.413630613001115,101.6220805285469,59.71314570771056,38.2676435266732,0.23597242040855618,False,True
404,SrCO3,"[Element C, Element O, Element Sr]",Sr1 C1 O3,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',ortho,3.7940934270624274,258.4475691195478,59.765220774270915,29.56781832679181,0.2876520713326929,False,True
405,Bi3BrO4,"[Element Bi, Element Br, Element O]",Bi3 Br1 O4,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',tet,8.837934474295418,144.8318707646196,59.79841066318468,28.92824851523933,0.2917067597578826,False,False
406,YZn,"[Element Y, Element Zn]",Y1 Zn1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,5.668145851410791,45.2080528093221,59.804960899356196,29.317758052747187,0.2893159549894263,True,True
407,NaMnF3,"[Element F, Element Mn, Element Na]",Na1 Mn1 F3,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',ortho,3.589730569614404,249.65099501672162,59.86629428209389,27.254720497238175,0.302362249992016,False,True
408,LiBO2,"[Element B, Element Li, Element O]",Li1 B1 O2,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',mono,2.2482868263035036,146.9797287927551,59.90374249667995,29.44943403859924,0.2888027761288642,False,True
409,NaCrS2,"[Element Cr, Element Na, Element S]",Na1 Cr1 S2,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',trig,3.2433522661926566,71.22486759498263,59.91196261137932,36.59051596557114,0.24628259433751787,False,True
410,Cu2GeSe3,"[Element Cu, Element Ge, Element Se]",Cu2 Ge1 Se3,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Imm2' number=44 point_group='mm2' symprec=0.1 version='1.16.2',ortho,5.604291704268389,129.36715667283516,59.920550614055756,25.80844997239256,0.3116813942452066,True,True
411,Ba(BiPd)2,"[Element Ba, Element Bi, Element Pd]",Ba1 Bi2 Pd2,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/m' number=11 point_group='2/m' symprec=0.1 version='1.16.2',mono,9.572845761963215,266.4842308667739,59.94266739775007,19.583752971638205,0.35268857679344245,True,True
412,CaSn2Pd,"[Element Ca, Element Pd, Element Sn]",Ca1 Sn2 Pd1,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',ortho,6.821638889203961,186.90840946737126,60.00737081420304,23.444521012023138,0.3271619236975483,True,True
413,BPO4,"[Element B, Element O, Element P]",B1 P1 O4,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-4' number=82 point_group='-4' symprec=0.1 version='1.16.2',tet,2.7982559343246876,62.7732947882106,60.337538750751435,61.783282653188564,0.11830111464990108,False,True
414,Li2CuP,"[Element Cu, Element Li, Element P]",Li2 Cu1 P1,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',hex_,3.3850505875229553,106.35312887361961,60.45663241639153,45.52165953962481,0.19905231258562198,True,True
415,CuSO4,"[Element Cu, Element O, Element S]",Cu1 S1 O4,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',ortho,3.9386550679433143,269.1642818102671,60.46250487635355,25.56540634520749,0.31470128888599114,True,True
416,SrSbPt,"[Element Pt, Element Sb, Element Sr]",Sr1 Sb1 Pt1,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-6m2' number=187 point_group='-6m2' symprec=0.1 version='1.16.2',hex_,8.227608864489737,81.63104057267986,60.47375800915643,24.19111924181058,0.3235190093079988,True,True
417,Ba2FeO4,"[Element Ba, Element Fe, Element O]",Ba2 Fe1 O4,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',mono,5.489534289608775,477.3279344886352,60.4932152623084,28.61215050779939,0.2957167937129168,True,True
418,GaAgS2,"[Element Ag, Element Ga, Element S]",Ga1 Ag1 S2,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42d' number=122 point_group='-42m' symprec=0.1 version='1.16.2',tet,4.669724656821038,171.9105623236812,60.542697539762926,21.532354127009576,0.3410195896504995,False,True
419,CaInPd,"[Element Ca, Element In, Element Pd]",Ca1 In1 Pd1,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',ortho,6.371698682450504,272.40800191810786,60.60752284063217,22.639897113835445,0.3339066998670766,True,True
420,ZnGeAs2,"[Element As, Element Ge, Element Zn]",Zn1 Ge1 As2,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42d' number=122 point_group='-42m' symprec=0.1 version='1.16.2',tet,5.30038653730052,180.38542725334665,60.613658790630026,37.439235844120574,0.2438945666886743,False,True
421,NaNbSe2,"[Element Na, Element Nb, Element Se]",Na1 Nb1 Se2,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',hex_,5.549090460693393,163.87637439545435,60.67396562024276,38.37585126912607,0.2388186703714705,False,True
422,Eu(AlSi)2,"[Element Al, Element Eu, Element Si]",Eu1 Al2 Si2,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',trig,4.0470269580579785,107.54168454568212,60.70050267693122,39.80128043620613,0.23095461725940528,True,True
423,GaAs,"[Element As, Element Ga]",Ga1 As1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',cubic,5.05320036242451,47.531859385343836,60.73704812749061,40.84833759779973,0.22530866720958842,False,True
424,SrZnF4,"[Element F, Element Sr, Element Zn]",Sr1 Zn1 F4,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4_1/a' number=88 point_group='4/m' symprec=0.1 version='1.16.2',tet,4.400127368118763,172.85908514589187,60.78964593690515,21.31654882449326,0.34301864720481867,False,True
425,Ba(PPd)2,"[Element Ba, Element P, Element Pd]",Ba1 P2 Pd2,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',tet,6.493142454174843,105.39307767308625,60.81283681987014,30.99666041095442,0.2821587209512534,True,True
426,K2Mn2O3,"[Element K, Element Mn, Element O]",K2 Mn2 O3,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',mono,3.4790202253719325,225.35363978237473,60.82874935039525,24.094600316468835,0.3250471872863014,True,True
427,Sr7GeN6,"[Element Ge, Element N, Element Sr]",Sr7 Ge1 N6,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbcn' number=60 point_group='mmm' symprec=0.1 version='1.16.2',ortho,4.74189647533553,1078.5968279332121,60.83460891005571,38.00753398359998,0.24145866774908253,False,True
428,Ca(CuSn)2,"[Element Ca, Element Cu, Element Sn]",Ca1 Cu2 Sn2,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',mono,6.349256762114563,105.81356623730942,60.92217008041135,26.567607086990677,0.30962773226305423,True,True
429,CaO2,"[Element Ca, Element O]",Ca1 O2,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',tet,3.3128924587774553,36.12744563392266,60.930591450939325,29.8461017060371,0.2894582405127852,False,True
430,LiAlGe,"[Element Al, Element Ge, Element Li]",Li1 Al1 Ge1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',cubic,3.3502587178791146,52.81719212819173,60.95615486406521,50.73384894303357,0.17422936758255303,False,True
431,ScCd3,"[Element Cd, Element Sc]",Sc1 Cd3,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',hex_,7.488449735352803,169.4982650951719,61.01994746605551,26.58912056417985,0.30975970363644006,True,True
432,FeBPbO4,"[Element B, Element Fe, Element O, Element Pb]",Fe1 B1 Pb1 O4,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',ortho,6.119326740035644,366.71949410446535,61.032526469673,32.15890530539251,0.275902881522532,False,True
433,Li2CuGe,"[Element Cu, Element Ge, Element Li]",Li2 Cu1 Ge1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',cubic,4.872728837166978,51.14049744483851,61.078153784089054,37.91005621233936,0.24286007654747255,True,False
434,Sr3GaN3,"[Element Ga, Element N, Element Sr]",Sr3 Ga1 N3,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/m' number=176 point_group='6/m' symprec=0.1 version='1.16.2',hex_,4.61427797035654,269.61664902533033,61.089262696180256,37.639889511772054,0.2444188681852399,False,True
435,LiSnAu,"[Element Au, Element Li, Element Sn]",Li1 Sn1 Au1,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',hex_,9.242249240946641,115.92829038251512,61.094372399172435,15.690845473496868,0.38171181849978814,True,True
436,Sr6Cu3N5,"[Element Cu, Element N, Element Sr]",Sr6 Cu3 N5,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_2mc' number=105 point_group='4mm' symprec=0.1 version='1.16.2',tet,4.764178087905891,548.1884947613943,61.11761528030834,27.241675618571865,0.30596592378251025,False,True
437,Ca4Mg4Fe3H22,"[Element Ca, Element Fe, Element H, Element Mg]",Ca4 Mg4 Fe3 H22,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='P-43m' number=215 point_group='-43m' symprec=0.1 version='1.16.2',cubic,2.4855975315865693,298.7862163581128,61.170831559108265,43.782770037263006,0.21106237018021104,False,True
438,Y2ZnIn,"[Element In, Element Y, Element Zn]",Y2 Zn1 In1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,6.006927717014611,98.97526268222802,61.22162887045144,32.45764787301299,0.27472746224415073,True,False
439,YCu2Bi2(SeO2)2,"[Element Bi, Element Cu, Element O, Element Se, Element Y]",Y1 Cu2 Bi2 Se2 O4,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',tet,7.470141539209849,190.25288099834808,61.23589189747837,33.250311658641245,0.27011462865732366,True,True
440,LiCoF4,"[Element Co, Element F, Element Li]",Li1 Co1 F4,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',mono,3.505376008701767,134.40899724309304,61.273258935545414,33.41423096111319,0.26927486190258093,False,True
441,CaZn5,"[Element Ca, Element Zn]",Ca1 Zn5,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6/mmm' number=191 point_group='6/mmm' symprec=0.1 version='1.16.2',hex_,5.958730943141993,102.30736872739934,61.28282437721076,38.71082007742527,0.2390977061488315,True,True
442,Y2C,"[Element C, Element Y]",Y2 C1,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',trig,4.539960964582364,69.4295641250669,61.33892365102197,32.20768830480196,0.2765676805342964,True,True
443,YCdHg2,"[Element Cd, Element Hg, Element Y]",Y1 Cd1 Hg2,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,10.917557739887748,91.63858628136063,61.38147091237063,18.625560131832096,0.3622165806778231,True,False
444,Ca(AlZn)2,"[Element Al, Element Ca, Element Zn]",Ca1 Al2 Zn2,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',tet,3.9348205737590756,94.89308982989154,61.38686137159882,36.131391237108865,0.2539761184260743,True,True
445,Sr3RuN3,"[Element N, Element Ru, Element Sr]",Sr3 Ru1 N3,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/m' number=176 point_group='6/m' symprec=0.1 version='1.16.2',hex_,4.855878026944556,277.6412407394571,61.581651107043335,35.08780829542656,0.26058294470710996,True,False
446,Cu3AsSe4,"[Element As, Element Cu, Element Se]",Cu3 As1 Se4,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42m' number=121 point_group='-42m' symprec=0.1 version='1.16.2',tet,5.653490355195966,170.76826676078204,61.650683619305795,21.9478547158552,0.3408806326784709,True,True
447,YSb,"[Element Sb, Element Y]",Y1 Sb1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,5.838449890030212,59.91639570647841,61.66647790915637,34.410828054454676,0.2647501002802484,True,True
448,Y2CdS4,"[Element Cd, Element S, Element Y]",Y2 Cd1 S4,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,3.8995312080374798,356.4053395002699,61.66767644756736,22.33276741129136,0.3384304512708714,False,True
449,Ca(AlSi)2,"[Element Al, Element Ca, Element Si]",Ca1 Al2 Si2,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',trig,2.370422692062102,105.22723364951669,61.78167769670683,40.593441603718844,0.2305011353728566,True,True
450,Li(Sn3Pd)2,"[Element Li, Element Pd, Element Sn]",Li1 Sn6 Pd2,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mbm' number=127 point_group='4/mmm' symprec=0.1 version='1.16.2',tet,7.951263237354016,389.2942406690999,61.79124029838212,20.88542470295605,0.34811273718995617,True,True
451,CaAlPd,"[Element Al, Element Ca, Element Pd]",Ca1 Al1 Pd1,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbcm' number=57 point_group='mmm' symprec=0.1 version='1.16.2',ortho,4.596145225885567,250.7053515007577,61.804973275653566,27.402864435188288,0.3068568527047996,True,True
452,Mg5Pd2,"[Element Mg, Element Pd]",Mg5 Pd2,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',hex_,4.211352146353607,527.3614038516828,61.90808155187929,24.48975234741403,0.32525127229949524,True,True
453,Y2MgCu2,"[Element Cu, Element Mg, Element Y]",Y2 Mg1 Cu2,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mbm' number=127 point_group='4/mmm' symprec=0.1 version='1.16.2',tet,5.075788384466988,215.40059041370182,61.91494205640943,17.17110836917678,0.3730673240997231,True,True
454,Na2SiO3,"[Element Na, Element O, Element Si]",Na2 Si1 O3,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmc2_1' number=36 point_group='mm2' symprec=0.1 version='1.16.2',ortho,2.6673590623275913,151.97862116675321,61.981682230046495,35.28043091709019,0.2607841241975204,False,True
455,LiYSi,"[Element Li, Element Si, Element Y]",Li1 Y1 Si1,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-62m' number=189 point_group='-6m2' symprec=0.1 version='1.16.2',hex_,3.415509345550151,180.75884558066957,62.08916949856123,47.65885487042648,0.194398351357449,True,True
456,CrSb2,"[Element Cr, Element Sb]",Cr1 Sb2,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnnm' number=58 point_group='mmm' symprec=0.1 version='1.16.2',ortho,6.831057828732424,143.6720464567725,62.12287363608958,31.99124116256278,0.28023954911512905,True,True
457,AgF,"[Element Ag, Element F]",Ag1 F1,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',cubic,7.067923081136195,29.806061616982827,62.13445163425135,0.24347112194591525,0.49804332765417325,True,True
458,LiSn4Au3,"[Element Au, Element Li, Element Sn]",Li1 Sn4 Au3,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3mc' number=186 point_group='6mm' symprec=0.1 version='1.16.2',hex_,9.688308323734876,367.7067575559854,62.20061659625543,19.153945320509855,0.3603639913738231,True,True
